"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db","Diagnosis"
"2249","protein acylation (GO:0043543)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"ING5","Downreg","GO_Biological_Process_2018","HET"
"2250","actin polymerization or depolymerization (GO:0008154)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"ARHGAP6","Downreg","GO_Biological_Process_2018","HET"
"2251","epithelial cell migration (GO:0010631)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"NOS3","Downreg","GO_Biological_Process_2018","HET"
"2252","regulation of smoothened signaling pathway (GO:0008589)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"KIF7","Downreg","GO_Biological_Process_2018","HET"
"2253","regulation of nitric-oxide synthase activity (GO:0050999)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"NOS3","Downreg","GO_Biological_Process_2018","HET"
"2254","cardiac muscle tissue morphogenesis (GO:0055008)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"ENG","Downreg","GO_Biological_Process_2018","HET"
"2255","sodium ion transmembrane transport (GO:0035725)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"SCN7A","Downreg","GO_Biological_Process_2018","HET"
"2256","heart looping (GO:0001947)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"ENG","Downreg","GO_Biological_Process_2018","HET"
"2257","glutamate receptor signaling pathway (GO:0007215)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"GRIN3B","Downreg","GO_Biological_Process_2018","HET"
"2258","cardiac muscle tissue development (GO:0048738)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"ADAMTS9","Downreg","GO_Biological_Process_2018","HET"
"2259","secondary alcohol biosynthetic process (GO:1902653)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"FDPS","Downreg","GO_Biological_Process_2018","HET"
"2260","zymogen activation (GO:0031638)","1/36",0.162210516651361,0.283604504167022,0,0,5.85184094256259,10.6436811831562,"TBC1D10A","Downreg","GO_Biological_Process_2018","HET"
"2261","negative regulation of canonical Wnt signaling pathway (GO:0090090)","2/148",0.164003426227389,0.285500564879644,0,0,2.81906392694064,5.09649534999101,"DDIT3;NKD1","Downreg","GO_Biological_Process_2018","HET"
"2262","regulated exocytosis (GO:0045055)","2/148",0.164003426227389,0.285500564879644,0,0,2.81906392694064,5.09649534999101,"TGFB2;KNG1","Downreg","GO_Biological_Process_2018","HET"
"2263","heart development (GO:0007507)","2/149",0.165732781099125,0.286445307460417,0,0,2.79974489795918,5.03220139730165,"TGFB2;CITED2","Downreg","GO_Biological_Process_2018","HET"
"2264","negative regulation of Ras protein signal transduction (GO:0046580)","1/37",0.16632308175121,0.286445307460417,0,0,5.68900343642612,10.2050658175397,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2265","regulation of metal ion transport (GO:0010959)","1/37",0.16632308175121,0.286445307460417,0,0,5.68900343642612,10.2050658175397,"GRIN3B","Downreg","GO_Biological_Process_2018","HET"
"2266","phospholipid biosynthetic process (GO:0008654)","1/37",0.16632308175121,0.286445307460417,0,0,5.68900343642612,10.2050658175397,"FDPS","Downreg","GO_Biological_Process_2018","HET"
"2267","positive regulation of multi-organism process (GO:0043902)","1/37",0.16632308175121,0.286445307460417,0,0,5.68900343642612,10.2050658175397,"LRSAM1","Downreg","GO_Biological_Process_2018","HET"
"2268","chemical synaptic transmission (GO:0007268)","3/289",0.169002868876091,0.290439898324369,0,0,2.16591829223408,3.85065528561744,"CHRNB1;SST;GPR149","Downreg","GO_Biological_Process_2018","HET"
"2269","T cell differentiation (GO:0030217)","1/38",0.170415664003625,0.291006409294326,0,0,5.53496795764837,9.79420740811632,"LEPR","Downreg","GO_Biological_Process_2018","HET"
"2270","membrane depolarization during action potential (GO:0086010)","1/38",0.170415664003625,0.291006409294326,0,0,5.53496795764837,9.79420740811632,"SCN7A","Downreg","GO_Biological_Process_2018","HET"
"2271","regulation of cellular amide metabolic process (GO:0034248)","1/38",0.170415664003625,0.291006409294326,0,0,5.53496795764837,9.79420740811632,"TCOF1","Downreg","GO_Biological_Process_2018","HET"
"2272","signal transduction by p53 class mediator (GO:0072331)","1/39",0.174488359476585,0.293606717616133,0,0,5.38903960933261,9.40870942025359,"FHIT","Downreg","GO_Biological_Process_2018","HET"
"2273","skeletal muscle tissue development (GO:0007519)","1/39",0.174488359476585,0.293606717616133,0,0,5.38903960933261,9.40870942025359,"LEMD2","Downreg","GO_Biological_Process_2018","HET"
"2274","regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)","1/39",0.174488359476585,0.293606717616133,0,0,5.38903960933261,9.40870942025359,"NOS3","Downreg","GO_Biological_Process_2018","HET"
"2275","Golgi to plasma membrane transport (GO:0006893)","1/39",0.174488359476585,0.293606717616133,0,0,5.38903960933261,9.40870942025359,"BBS2","Downreg","GO_Biological_Process_2018","HET"
"2276","ERBB2 signaling pathway (GO:0038128)","1/39",0.174488359476585,0.293606717616133,0,0,5.38903960933261,9.40870942025359,"HBEGF","Downreg","GO_Biological_Process_2018","HET"
"2277","purine ribonucleoside monophosphate metabolic process (GO:0009167)","1/39",0.174488359476585,0.293606717616133,0,0,5.38903960933261,9.40870942025359,"ENPP1","Downreg","GO_Biological_Process_2018","HET"
"2278","DNA biosynthetic process (GO:0071897)","1/39",0.174488359476585,0.293606717616133,0,0,5.38903960933261,9.40870942025359,"XRCC2","Downreg","GO_Biological_Process_2018","HET"
"2279","positive regulation of gene expression (GO:0010628)","6/771",0.177159734414718,0.294885775948501,0,0,1.63145780051151,2.82356972390574,"ING5;NAT8B;NAT8;CITED2;DDIT3;RFXAP","Downreg","GO_Biological_Process_2018","HET"
"2280","negative regulation of transport (GO:0051051)","1/40",0.178541263849713,0.294885775948501,0,0,5.25059476605868,9.04643629944869,"LRSAM1","Downreg","GO_Biological_Process_2018","HET"
"2281","embryonic heart tube morphogenesis (GO:0003143)","1/40",0.178541263849713,0.294885775948501,0,0,5.25059476605868,9.04643629944869,"ENG","Downreg","GO_Biological_Process_2018","HET"
"2282","phosphatidic acid biosynthetic process (GO:0006654)","1/40",0.178541263849713,0.294885775948501,0,0,5.25059476605868,9.04643629944869,"PLA2G5","Downreg","GO_Biological_Process_2018","HET"
"2283","sensory organ development (GO:0007423)","1/40",0.178541263849713,0.294885775948501,0,0,5.25059476605868,9.04643629944869,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2284","regulation of cholesterol biosynthetic process (GO:0045540)","1/40",0.178541263849713,0.294885775948501,0,0,5.25059476605868,9.04643629944869,"FDPS","Downreg","GO_Biological_Process_2018","HET"
"2285","ameboidal-type cell migration (GO:0001667)","1/40",0.178541263849713,0.294885775948501,0,0,5.25059476605868,9.04643629944869,"AMOTL2","Downreg","GO_Biological_Process_2018","HET"
"2286","determination of heart left/right asymmetry (GO:0061371)","1/40",0.178541263849713,0.294885775948501,0,0,5.25059476605868,9.04643629944869,"ENG","Downreg","GO_Biological_Process_2018","HET"
"2287","sterol biosynthetic process (GO:0016126)","1/40",0.178541263849713,0.294885775948501,0,0,5.25059476605868,9.04643629944869,"FDPS","Downreg","GO_Biological_Process_2018","HET"
"2288","odontogenesis (GO:0042476)","1/41",0.182574472256494,0.298488893790536,0,0,5.11907216494845,8.70547939121351,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2289","regulation of cholesterol metabolic process (GO:0090181)","1/41",0.182574472256494,0.298488893790536,0,0,5.11907216494845,8.70547939121351,"FDPS","Downreg","GO_Biological_Process_2018","HET"
"2290","phosphatidic acid metabolic process (GO:0046473)","1/41",0.182574472256494,0.298488893790536,0,0,5.11907216494845,8.70547939121351,"PLA2G5","Downreg","GO_Biological_Process_2018","HET"
"2291","regulation of calcium-mediated signaling (GO:0050848)","1/41",0.182574472256494,0.298488893790536,0,0,5.11907216494845,8.70547939121351,"HRC","Downreg","GO_Biological_Process_2018","HET"
"2292","regulation of stress-activated MAPK cascade (GO:0032872)","1/41",0.182574472256494,0.298488893790536,0,0,5.11907216494845,8.70547939121351,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2293","nervous system development (GO:0007399)","4/455",0.184306591630862,0.300710754766144,0,0,1.83525970656225,3.10370798520348,"PCDHGA10;GDF11;GFRA1;CHAC1","Downreg","GO_Biological_Process_2018","HET"
"2294","protein localization to membrane (GO:0072657)","2/160",0.18495554657427,0.301159940482549,0,0,2.60337552742616,4.39356008040475,"BBS2;PDZD11","Downreg","GO_Biological_Process_2018","HET"
"2295","negative regulation of gene expression (GO:0010629)","5/618",0.18645476846506,0.302144190295976,0,0,1.69175042537143,2.84140750601488,"TGFB2;CITED2;DDIT3;PATZ1;ENG","Downreg","GO_Biological_Process_2018","HET"
"2296","determination of left/right symmetry (GO:0007368)","1/42",0.186588079472826,0.302144190295976,0,0,4.99396530047775,8.38412801034847,"CITED2","Downreg","GO_Biological_Process_2018","HET"
"2297","negative regulation of ERBB signaling pathway (GO:1901185)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"HBEGF","Downreg","GO_Biological_Process_2018","HET"
"2298","male gonad development (GO:0008584)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2299","membrane depolarization (GO:0051899)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"SCN7A","Downreg","GO_Biological_Process_2018","HET"
"2300","eye development (GO:0001654)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2301","histone H3 acetylation (GO:0043966)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"ING5","Downreg","GO_Biological_Process_2018","HET"
"2302","development of primary male sexual characteristics (GO:0046546)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2303","intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"FHIT","Downreg","GO_Biological_Process_2018","HET"
"2304","response to unfolded protein (GO:0006986)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"DDIT3","Downreg","GO_Biological_Process_2018","HET"
"2305","branching morphogenesis of an epithelial tube (GO:0048754)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"ENG","Downreg","GO_Biological_Process_2018","HET"
"2306","digestive tract development (GO:0048565)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2307","regulation of multicellular organismal development (GO:2000026)","1/43",0.190582179756397,0.302144190295976,0,0,4.87481590574374,8.08084479688939,"ALOX15B","Downreg","GO_Biological_Process_2018","HET"
"2308","glycerophospholipid biosynthetic process (GO:0046474)","2/164",0.192025453723787,0.302144190295976,0,0,2.53858024691358,4.18898068103833,"PHOSPHO1;PLA2G5","Downreg","GO_Biological_Process_2018","HET"
"2309","regulation of focal adhesion assembly (GO:0051893)","1/44",0.194556866952372,0.302144190295976,0,0,4.76120834332294,7.79424462505968,"ARHGAP6","Downreg","GO_Biological_Process_2018","HET"
"2310","negative regulation of immune system process (GO:0002683)","1/44",0.194556866952372,0.302144190295976,0,0,4.76120834332294,7.79424462505968,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2311","metaphase plate congression (GO:0051310)","1/44",0.194556866952372,0.302144190295976,0,0,4.76120834332294,7.79424462505968,"FAM83D","Downreg","GO_Biological_Process_2018","HET"
"2312","inorganic anion transport (GO:0015698)","1/44",0.194556866952372,0.302144190295976,0,0,4.76120834332294,7.79424462505968,"ENPP1","Downreg","GO_Biological_Process_2018","HET"
"2313","unsaturated fatty acid metabolic process (GO:0033559)","1/44",0.194556866952372,0.302144190295976,0,0,4.76120834332294,7.79424462505968,"ALOX15B","Downreg","GO_Biological_Process_2018","HET"
"2314","regulation of steroid biosynthetic process (GO:0050810)","1/44",0.194556866952372,0.302144190295976,0,0,4.76120834332294,7.79424462505968,"FDPS","Downreg","GO_Biological_Process_2018","HET"
"2315","positive regulation of macroautophagy (GO:0016239)","1/44",0.194556866952372,0.302144190295976,0,0,4.76120834332294,7.79424462505968,"LRSAM1","Downreg","GO_Biological_Process_2018","HET"
"2316","posttranscriptional regulation of gene expression (GO:0010608)","1/44",0.194556866952372,0.302144190295976,0,0,4.76120834332294,7.79424462505968,"TCOF1","Downreg","GO_Biological_Process_2018","HET"
"2317","positive regulation of interleukin-8 production (GO:0032757)","1/44",0.194556866952372,0.302144190295976,0,0,4.76120834332294,7.79424462505968,"DDIT3","Downreg","GO_Biological_Process_2018","HET"
"2318","negative regulation of immune response (GO:0050777)","1/44",0.194556866952372,0.302144190295976,0,0,4.76120834332294,7.79424462505968,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2319","regulation of cellular macromolecule biosynthetic process (GO:2000112)","5/631",0.19745127248196,0.305345154468365,0,0,1.65550173485863,2.68565995039647,"TCOF1;DDIT3;PATZ1;ENG;ZFP28","Downreg","GO_Biological_Process_2018","HET"
"2320","protein polymerization (GO:0051258)","1/45",0.19851223441864,0.305345154468365,0,0,4.65276476101218,7.52307649542604,"ARHGAP6","Downreg","GO_Biological_Process_2018","HET"
"2321","protein complex subunit organization (GO:0071822)","1/45",0.19851223441864,0.305345154468365,0,0,4.65276476101218,7.52307649542604,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2322","positive regulation of blood vessel endothelial cell migration (GO:0043536)","1/45",0.19851223441864,0.305345154468365,0,0,4.65276476101218,7.52307649542604,"NOS3","Downreg","GO_Biological_Process_2018","HET"
"2323","nucleus organization (GO:0006997)","1/45",0.19851223441864,0.305345154468365,0,0,4.65276476101218,7.52307649542604,"LEMD2","Downreg","GO_Biological_Process_2018","HET"
"2324","regulation of cellular component movement (GO:0051270)","1/46",0.20244837514565,0.309040512059458,0,0,4.54914089347079,7.26620792393214,"HBEGF","Downreg","GO_Biological_Process_2018","HET"
"2325","icosanoid metabolic process (GO:0006690)","1/46",0.20244837514565,0.309040512059458,0,0,4.54914089347079,7.26620792393214,"ALOX15B","Downreg","GO_Biological_Process_2018","HET"
"2326","aminoglycan biosynthetic process (GO:0006023)","1/46",0.20244837514565,0.309040512059458,0,0,4.54914089347079,7.26620792393214,"XYLT2","Downreg","GO_Biological_Process_2018","HET"
"2327","negative regulation of autophagy (GO:0010507)","1/46",0.20244837514565,0.309040512059458,0,0,4.54914089347079,7.26620792393214,"LEPR","Downreg","GO_Biological_Process_2018","HET"
"2328","positive regulation of organelle assembly (GO:1902117)","1/47",0.206365381591796,0.314424381026442,0,0,4.45002241147468,7.0226114477866,"LRSAM1","Downreg","GO_Biological_Process_2018","HET"
"2329","negative regulation of Wnt signaling pathway (GO:0030178)","2/174",0.209848415531181,0.317959205916284,0,0,2.38977713178295,3.73132593720378,"DDIT3;NKD1","Downreg","GO_Biological_Process_2018","HET"
"2330","regulation of epithelial cell migration (GO:0010632)","1/48",0.210263345847865,0.317959205916284,0,0,4.35512173722308,6.79135291022147,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2331","glycoprotein metabolic process (GO:0009100)","1/48",0.210263345847865,0.317959205916284,0,0,4.35512173722308,6.79135291022147,"ADAMTS9","Downreg","GO_Biological_Process_2018","HET"
"2332","cellular macromolecule catabolic process (GO:0044265)","1/48",0.210263345847865,0.317959205916284,0,0,4.35512173722308,6.79135291022147,"ADAMTS9","Downreg","GO_Biological_Process_2018","HET"
"2333","cellular protein metabolic process (GO:0044267)","4/484",0.213406737049996,0.321412926927077,0,0,1.7218085106383,2.65942858217644,"NAT8B;NAT8;HRC;KNG1","Downreg","GO_Biological_Process_2018","HET"
"2334","protein autoubiquitination (GO:0051865)","1/49",0.214142359503524,0.321412926927077,0,0,4.26417525773196,6.57158127040772,"LRSAM1","Downreg","GO_Biological_Process_2018","HET"
"2335","gonad development (GO:0008406)","1/49",0.214142359503524,0.321412926927077,0,0,4.26417525773196,6.57158127040772,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2336","regulation of release of sequestered calcium ion into cytosol (GO:0051279)","1/49",0.214142359503524,0.321412926927077,0,0,4.26417525773196,6.57158127040772,"HRC","Downreg","GO_Biological_Process_2018","HET"
"2337","protein transport (GO:0015031)","3/326",0.214835937389972,0.321813234580977,0,0,1.91419260224866,2.94379971371103,"BBS2;LRSAM1;TBC1D10A","Downreg","GO_Biological_Process_2018","HET"
"2338","regulation of angiogenesis (GO:0045765)","2/177",0.215229814467665,0.321813234580977,0,0,2.34845238095238,3.60733773691721,"TGFB2;NOS3","Downreg","GO_Biological_Process_2018","HET"
"2339","cellular protein localization (GO:0034613)","3/327",0.216111665473901,0.321813234580977,0,0,1.90818713450292,2.92326642953947,"BBS2;GRIN3B;TBC1D10A","Downreg","GO_Biological_Process_2018","HET"
"2340","negative regulation of protein phosphorylation (GO:0001933)","2/178",0.217026604133181,0.321813234580977,0,0,2.33499053030303,3.56724753598155,"ENPP1;ENG","Downreg","GO_Biological_Process_2018","HET"
"2341","regulation of bone mineralization (GO:0030500)","1/50",0.218002513748404,0.321813234580977,0,0,4.17694087944456,6.36251970320458,"ENPP1","Downreg","GO_Biological_Process_2018","HET"
"2342","regulation of cellular protein metabolic process (GO:0032268)","1/50",0.218002513748404,0.321813234580977,0,0,4.17694087944456,6.36251970320458,"TCOF1","Downreg","GO_Biological_Process_2018","HET"
"2343","blood circulation (GO:0008015)","1/50",0.218002513748404,0.321813234580977,0,0,4.17694087944456,6.36251970320458,"NOS3","Downreg","GO_Biological_Process_2018","HET"
"2344","regulation of blood vessel endothelial cell migration (GO:0043535)","1/50",0.218002513748404,0.321813234580977,0,0,4.17694087944456,6.36251970320458,"NOS3","Downreg","GO_Biological_Process_2018","HET"
"2345","wound healing (GO:0042060)","1/50",0.218002513748404,0.321813234580977,0,0,4.17694087944456,6.36251970320458,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2346","arachidonic acid metabolic process (GO:0019369)","1/51",0.221843899359967,0.326288654898053,0,0,4.09319587628866,6.16345780970175,"ALOX15B","Downreg","GO_Biological_Process_2018","HET"
"2347","coenzyme metabolic process (GO:0006732)","1/51",0.221843899359967,0.326288654898053,0,0,4.09319587628866,6.16345780970175,"PDZD11","Downreg","GO_Biological_Process_2018","HET"
"2348","positive regulation of proteolysis (GO:0045862)","1/52",0.225666606631046,0.330037199663992,0,0,4.01273499090358,5.97374478025857,"TBC1D10A","Downreg","GO_Biological_Process_2018","HET"
"2349","positive regulation of ossification (GO:0045778)","1/52",0.225666606631046,0.330037199663992,0,0,4.01273499090358,5.97374478025857,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2350","positive regulation of secretion by cell (GO:1903532)","1/52",0.225666606631046,0.330037199663992,0,0,4.01273499090358,5.97374478025857,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2351","phosphate-containing compound metabolic process (GO:0006796)","2/183",0.226030439472113,0.330037199663992,0,0,2.26991252302026,3.37555422817196,"ENPP1;PLA2G5","Downreg","GO_Biological_Process_2018","HET"
"2352","positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)","1/53",0.229470725457018,0.333249377870912,0,0,3.93536875495638,5.79278337399955,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2353","negative regulation of cellular response to transforming growth factor beta stimulus (GO:1903845)","1/53",0.229470725457018,0.333249377870912,0,0,3.93536875495638,5.79278337399955,"ADAMTSL2","Downreg","GO_Biological_Process_2018","HET"
"2354","neutrophil chemotaxis (GO:0030593)","1/53",0.229470725457018,0.333249377870912,0,0,3.93536875495638,5.79278337399955,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2355","positive regulation of nucleic acid-templated transcription (GO:1903508)","4/502",0.232089573736927,0.334527783494949,0,0,1.65803640092284,2.42178083888008,"ING5;CITED2;DDIT3;RFXAP","Downreg","GO_Biological_Process_2018","HET"
"2356","intracellular transport of virus (GO:0075733)","1/54",0.233256345315337,0.334527783494949,0,0,3.86092199961097,5.6200246083287,"KPNA7","Downreg","GO_Biological_Process_2018","HET"
"2357","action potential (GO:0001508)","1/54",0.233256345315337,0.334527783494949,0,0,3.86092199961097,5.6200246083287,"SCN7A","Downreg","GO_Biological_Process_2018","HET"
"2358","transport of virus (GO:0046794)","1/54",0.233256345315337,0.334527783494949,0,0,3.86092199961097,5.6200246083287,"KPNA7","Downreg","GO_Biological_Process_2018","HET"
"2359","negative regulation of cellular component organization (GO:0051129)","1/54",0.233256345315337,0.334527783494949,0,0,3.86092199961097,5.6200246083287,"LRSAM1","Downreg","GO_Biological_Process_2018","HET"
"2360","positive regulation of immune response (GO:0050778)","1/54",0.233256345315337,0.334527783494949,0,0,3.86092199961097,5.6200246083287,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2361","positive regulation of response to stimulus (GO:0048584)","1/54",0.233256345315337,0.334527783494949,0,0,3.86092199961097,5.6200246083287,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2362","protein complex assembly (GO:0006461)","2/189",0.236871595914967,0.335159623652022,0,0,2.19641265597148,3.16335493705645,"TRAPPC2L;DDIT3","Downreg","GO_Biological_Process_2018","HET"
"2363","positive regulation of cysteine-type endopeptidase activity (GO:2001056)","1/55",0.237023555188155,0.335159623652022,0,0,3.78923253150057,5.45496306253257,"TBC1D10A","Downreg","GO_Biological_Process_2018","HET"
"2364","negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)","1/55",0.237023555188155,0.335159623652022,0,0,3.78923253150057,5.45496306253257,"ADAMTSL2","Downreg","GO_Biological_Process_2018","HET"
"2365","negative regulation of cellular response to growth factor stimulus (GO:0090288)","1/55",0.237023555188155,0.335159623652022,0,0,3.78923253150057,5.45496306253257,"LEMD2","Downreg","GO_Biological_Process_2018","HET"
"2366","long-chain fatty acid metabolic process (GO:0001676)","1/55",0.237023555188155,0.335159623652022,0,0,3.78923253150057,5.45496306253257,"ALOX15B","Downreg","GO_Biological_Process_2018","HET"
"2367","fat cell differentiation (GO:0045444)","1/55",0.237023555188155,0.335159623652022,0,0,3.78923253150057,5.45496306253257,"BBS2","Downreg","GO_Biological_Process_2018","HET"
"2368","DNA recombination (GO:0006310)","1/55",0.237023555188155,0.335159623652022,0,0,3.78923253150057,5.45496306253257,"XRCC2","Downreg","GO_Biological_Process_2018","HET"
"2369","Notch signaling pathway (GO:0007219)","1/55",0.237023555188155,0.335159623652022,0,0,3.78923253150057,5.45496306253257,"NLE1","Downreg","GO_Biological_Process_2018","HET"
"2370","ribosome assembly (GO:0042255)","1/56",0.240772443765491,0.336330311395123,0,0,3.72014995313964,5.29713270954911,"NLE1","Downreg","GO_Biological_Process_2018","HET"
"2371","DNA-dependent DNA replication (GO:0006261)","1/56",0.240772443765491,0.336330311395123,0,0,3.72014995313964,5.29713270954911,"MCM2","Downreg","GO_Biological_Process_2018","HET"
"2372","granulocyte chemotaxis (GO:0071621)","1/56",0.240772443765491,0.336330311395123,0,0,3.72014995313964,5.29713270954911,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2373","negative regulation of cellular catabolic process (GO:0031330)","1/56",0.240772443765491,0.336330311395123,0,0,3.72014995313964,5.29713270954911,"LEPR","Downreg","GO_Biological_Process_2018","HET"
"2374","organonitrogen compound catabolic process (GO:1901565)","1/56",0.240772443765491,0.336330311395123,0,0,3.72014995313964,5.29713270954911,"LRSAM1","Downreg","GO_Biological_Process_2018","HET"
"2375","positive regulation of protein transport (GO:0051222)","1/56",0.240772443765491,0.336330311395123,0,0,3.72014995313964,5.29713270954911,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2376","ATP metabolic process (GO:0046034)","1/56",0.240772443765491,0.336330311395123,0,0,3.72014995313964,5.29713270954911,"ENPP1","Downreg","GO_Biological_Process_2018","HET"
"2377","negative regulation of cellular macromolecule biosynthetic process (GO:2000113)","4/512",0.242643848979632,0.338358031622117,0,0,1.62456022784386,2.3006381103278,"CITED2;DDIT3;ENPP1;PATZ1","Downreg","GO_Biological_Process_2018","HET"
"2378","cellular respiration (GO:0045333)","1/57",0.244503099154247,0.339190185745823,0,0,3.65353460972018,5.14610321981256,"TBRG4","Downreg","GO_Biological_Process_2018","HET"
"2379","epidermal growth factor receptor signaling pathway (GO:0007173)","1/57",0.244503099154247,0.339190185745823,0,0,3.65353460972018,5.14610321981256,"HBEGF","Downreg","GO_Biological_Process_2018","HET"
"2380","protein homotetramerization (GO:0051289)","1/57",0.244503099154247,0.339190185745823,0,0,3.65353460972018,5.14610321981256,"ALDH1A3","Downreg","GO_Biological_Process_2018","HET"
"2381","positive regulation of cell differentiation (GO:0045597)","2/194",0.245928661532873,0.340581617174391,0,0,2.138671875,2.99994450755473,"TGFB2;ALOX15B","Downreg","GO_Biological_Process_2018","HET"
"2382","neutrophil migration (GO:1990266)","1/58",0.248215609153726,0.342571542770382,0,0,3.58925664677157,5.00147666124036,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2383","sodium ion transport (GO:0006814)","1/58",0.248215609153726,0.342571542770382,0,0,3.58925664677157,5.00147666124036,"SCN7A","Downreg","GO_Biological_Process_2018","HET"
"2384","regulation of protein metabolic process (GO:0051246)","1/59",0.251910061172378,0.345893542257132,0,0,3.52719516530395,4.86288455980486,"FAM83D","Downreg","GO_Biological_Process_2018","HET"
"2385","renal system development (GO:0072001)","1/59",0.251910061172378,0.345893542257132,0,0,3.52719516530395,4.86288455980486,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2386","cell morphogenesis (GO:0000902)","1/59",0.251910061172378,0.345893542257132,0,0,3.52719516530395,4.86288455980486,"TGFB2","Downreg","GO_Biological_Process_2018","HET"
"2387","regulation of stress fiber assembly (GO:0051492)","1/60",0.255586542058164,0.348566417764603,0,0,3.46723746286912,4.72998527230235,"ARHGAP6","Downreg","GO_Biological_Process_2018","HET"
"2388","cell chemotaxis (GO:0060326)","1/60",0.255586542058164,0.348566417764603,0,0,3.46723746286912,4.72998527230235,"HBEGF","Downreg","GO_Biological_Process_2018","HET"
"2389","nucleosome assembly (GO:0006334)","1/60",0.255586542058164,0.348566417764603,0,0,3.46723746286912,4.72998527230235,"GRWD1","Downreg","GO_Biological_Process_2018","HET"
"2390","muscle organ development (GO:0007517)","1/60",0.255586542058164,0.348566417764603,0,0,3.46723746286912,4.72998527230235,"HBEGF","Downreg","GO_Biological_Process_2018","HET"
"2391","regulation of vesicle fusion (GO:0031338)","1/61",0.259245138359458,0.352363543874745,0,0,3.40927835051546,4.60246162680604,"TBC1D10A","Downreg","GO_Biological_Process_2018","HET"
"2392","glycosaminoglycan metabolic process (GO:0030203)","1/61",0.259245138359458,0.352363543874745,0,0,3.40927835051546,4.60246162680604,"XYLT2","Downreg","GO_Biological_Process_2018","HET"
"2393","negative regulation of peptidase activity (GO:0010466)","1/62",0.26288593622232,0.354918031147722,0,0,3.3532195369275,4.48001880974068,"KNG1","Downreg","GO_Biological_Process_2018","HET"
"2394","positive regulation of catabolic process (GO:0009896)","1/62",0.26288593622232,0.354918031147722,0,0,3.3532195369275,4.48001880974068,"NKD1","Downreg","GO_Biological_Process_2018","HET"
